timestamp,interval_number,trial_number,is_dynamic_obstacle_present,degree,level,feedback_modality,right_index_button,left_index_button,right_thumbstick_x,right_thumbstick_y,number_of_collision,head_position,head_rotation,collision_position
10.22257,1,0,False,0.0,0,-,0.0,0.0,0.0,0.0,4,"(0.00,0.76,167.76)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
10.30289,1,0,False,0.0,0,-,0.0,0.0,0.0,0.0,4,"(0.00,0.76,168.96)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
10.3729,1,0,False,0.0,0,-,0.0,0.0,0.0,0.0,4,"(0.00,0.76,170.16)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
10.4548,1,0,False,0.0,0,-,0.0,0.0,0.0,0.0,4,"(0.00,0.76,171.36)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
10.51992,1,0,False,0.0,0,-,0.0,0.0,0.0,0.0,4,"(0.00,0.76,172.26)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
10.5925,1,0,False,0.0,0,-,0.0,0.0,0.0,0.0,4,"(0.00,0.76,173.46)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
10.66073,1,0,False,0.0,0,-,0.0,0.0,0.0,0.0,4,"(0.00,0.76,174.36)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
10.72894,1,0,False,0.0,0,-,0.0,0.0,0.0,0.0,4,"(0.00,0.76,175.26)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
10.79555,1,0,False,0.0,0,-,0.0,0.0,0.0,0.0,4,"(0.00,0.76,176.46)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
10.86797,1,0,False,0.0,0,-,0.0,0.0,0.0,0.0,4,"(0.00,0.76,177.36)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
10.93233,1,0,False,0.0,0,-,0.0,0.0,0.0,0.0,4,"(0.00,0.76,178.56)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
10.99675,1,0,False,0.0,0,-,0.0,0.0,0.0,0.0,4,"(0.00,0.76,179.46)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
11.07179,1,0,False,0.0,0,-,0.0,0.0,0.0,0.0,4,"(0.00,0.76,180.66)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
11.14063,1,1,True,4.0,3,visual,0.0,0.0,0.0,0.0,4,"(0.00,0.76,181.56)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
11.22357,1,1,True,4.0,3,visual,0.0,0.0,0.0,0.0,4,"(0.00,0.76,182.76)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
11.3008,1,1,True,4.0,3,visual,0.0,0.0,0.0,0.0,4,"(0.00,0.76,183.96)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
11.37706,1,1,True,4.0,3,visual,0.0,0.0,0.0,0.0,4,"(0.00,0.76,185.16)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
11.44925,1,1,True,4.0,3,visual,0.0,0.0,0.0,0.0,4,"(0.00,0.76,186.06)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
11.52517,1,1,True,4.0,3,visual,0.0,0.0,0.0,0.0,4,"(0.00,0.76,187.26)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
11.59541,1,1,True,4.0,3,visual,0.0,0.0,0.0,0.0,4,"(0.00,0.76,188.46)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
11.66649,1,1,True,4.0,3,visual,0.0,0.0,0.0,0.0,4,"(0.00,0.76,189.36)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
11.73872,1,1,True,4.0,3,visual,0.0,0.0,0.0,0.0,4,"(0.00,0.76,190.56)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
11.80781,1,1,True,4.0,3,visual,0.0,0.0,0.0,0.0,4,"(0.00,0.76,191.46)","(0.00,0.00,0.00)","(0.59,0.68,132.70)"
